gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	transcript_id	Arabidopsis_Genes	KO_ID	Pathway_ID	Pathway_Description	SwissProt_Accession	SwissProt_Full	GO_ID	GO_Description	GO_Level	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	eggNOG_GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Cau.Cau8AG001811	0	2.20627841539189	0.764	0.275	0	0	/	AT3G09390;AT5G02380				P43390	sp|P43390|MT2_ACTDE	GO:0003674;GO:0005488;GO:0005507;GO:0043167;GO:0043169;GO:0046872;GO:0046914	molecular_function;binding;copper ion binding;ion binding;cation binding;metal ion binding;transition metal ion binding	molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function	2711.XP_006488324.1	2.21e-42	139.0	KOG4738@1|root,KOG4738@2759|Eukaryota,37W93@33090|Viridiplantae,3GK8H@35493|Streptophyta	35493|Streptophyta	S	metallothionein-like protein	MT2A	GO:0003674,GO:0005488,GO:0005507,GO:0043167,GO:0043169,GO:0046872,GO:0046914	-	-	-	-	-	-	-	-	-	-	Metallothio_2
Cau.Cau6AG001274	0	2.19415204828349	0.5	0.148	0	0	transcript:AT4G33070.1	AT4G33070;AT5G01320;AT5G01330	K01568;K01568;K01568	map00010;map01100;map01110	Glycolysis / Gluconeogenesis;Metabolic pathways;Biosynthesis of secondary metabolites	O82647	sp|O82647|PDC1_ARATH	GO:0001666;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006950;GO:0008150;GO:0009628;GO:0016020;GO:0034059;GO:0036293;GO:0044424;GO:0044444;GO:0044464;GO:0050896;GO:0070482	response to hypoxia;cellular_component;intracellular anatomical structure;obsolete cell;cytoplasm;cytosol;response to stress;biological_process;response to abiotic stimulus;membrane;response to anoxia;response to decreased oxygen levels;obsolete intracellular part;obsolete cytoplasmic part;obsolete cell part;response to stimulus;response to oxygen levels	biological_process;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;cellular_component;biological_process;biological_process;cellular_component;cellular_component;cellular_component;biological_process;biological_process	2711.XP_006481076.1	0.0	1228.0	COG3961@1|root,KOG1184@2759|Eukaryota,37IDM@33090|Viridiplantae,3G7QC@35493|Streptophyta	35493|Streptophyta	EH	Belongs to the TPP enzyme family	PDC3	GO:0001666,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0008150,GO:0009628,GO:0016020,GO:0034059,GO:0036293,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0070482	4.1.1.1	ko:K01568	ko00010,ko01100,ko01110,ko01130,map00010,map01100,map01110,map01130	-	R00014,R00755	RC00027,RC00375,RC02744	ko00000,ko00001,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
Cau.Cau8BG001977	0	2.17466042252031	0.6	0.186	0	0	/	AT2G29960;AT5G58710				Q9SP02	sp|Q9SP02|CP20A_ARATH	GO:0000413;GO:0003674;GO:0003755;GO:0003824;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005768;GO:0005770;GO:0005771;GO:0005783;GO:0005794;GO:0005795;GO:0005829;GO:0005911;GO:0006464;GO:0006807;GO:0007275;GO:0008144;GO:0008150;GO:0008152;GO:0009506;GO:0009507;GO:0009536;GO:0009987;GO:0012505;GO:0016018;GO:0016020;GO:0016853;GO:0016859;GO:0018193;GO:0018208;GO:0019538;GO:0022622;GO:0030054;GO:0031410;GO:0031982;GO:0031984;GO:0032501;GO:0032502;GO:0033218;GO:0036211;GO:0042277;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0044422;GO:0044424;GO:0044431;GO:0044444;GO:0044446;GO:0044464;GO:0048364;GO:0048731;GO:0048856;GO:0055044;GO:0071704;GO:0097708;GO:0098791;GO:0099402;GO:0140096;GO:1901564	protein peptidyl-prolyl isomerization;molecular_function;peptidyl-prolyl cis-trans isomerase activity;catalytic activity;binding;cellular_component;intracellular anatomical structure;obsolete cell;cytoplasm;endosome;late endosome;multivesicular body;endoplasmic reticulum;Golgi apparatus;Golgi stack;cytosol;cell-cell junction;cellular protein modification process;nitrogen compound metabolic process;multicellular organism development;obsolete drug binding;biological_process;metabolic process;plasmodesma;chloroplast;plastid;cellular process;endomembrane system;cyclosporin A binding;membrane;isomerase activity;cis-trans isomerase activity;peptidyl-amino acid modification;peptidyl-proline modification;protein metabolic process;root system development;cell junction;cytoplasmic vesicle;vesicle;organelle subcompartment;multicellular organismal process;developmental process;amide binding;protein modification process;peptide binding;macromolecule metabolic process;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;macromolecule modification;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;cellular protein metabolic process;obsolete organelle part;obsolete intracellular part;obsolete Golgi apparatus part;obsolete cytoplasmic part;obsolete intracellular organelle part;obsolete cell part;root development;system development;anatomical structure development;symplast;organic substance metabolic process;intracellular vesicle;Golgi apparatus subcompartment;plant organ development;catalytic activity, acting on a protein;organonitrogen compound metabolic process	biological_process;molecular_function;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;molecular_function;biological_process;biological_process;cellular_component;cellular_component;cellular_component;biological_process;cellular_component;molecular_function;cellular_component;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;molecular_function;biological_process;molecular_function;biological_process;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;cellular_component;biological_process;cellular_component;cellular_component;biological_process;molecular_function;biological_process	2711.XP_006488528.1	8.15e-149	418.0	COG0652@1|root,KOG0865@2759|Eukaryota,37MAX@33090|Viridiplantae,3GAUA@35493|Streptophyta	35493|Streptophyta	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	-	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005771,GO:0005783,GO:0005794,GO:0005795,GO:0005829,GO:0005911,GO:0006464,GO:0006807,GO:0007275,GO:0008144,GO:0008150,GO:0008152,GO:0009506,GO:0009507,GO:0009536,GO:0009987,GO:0012505,GO:0016018,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0022622,GO:0030054,GO:0031410,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0033218,GO:0036211,GO:0042277,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0048364,GO:0048731,GO:0048856,GO:0055044,GO:0071704,GO:0097708,GO:0098791,GO:0099402,GO:0140096,GO:1901564	5.2.1.8	ko:K01802	-	-	-	-	ko00000,ko01000	-	-	-	Pro_isomerase
Cau.Cau1AG000723	0	2.07798484073429	0.765	0.366	0	0	transcript:AT5G65260.1	AT5G10350;AT5G65260	K14396;K14396	map03015;map05164	mRNA surveillance pathway;Influenza A	Q9FJN9	sp|Q9FJN9|PABN2_ARATH	GO:0003674;GO:0003676;GO:0003723;GO:0003727;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005654;GO:0005737;GO:0005773;GO:0005774;GO:0008143;GO:0016020;GO:0016604;GO:0016607;GO:0031090;GO:0031974;GO:0031981;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043233;GO:0043621;GO:0044422;GO:0044424;GO:0044428;GO:0044437;GO:0044444;GO:0044446;GO:0044451;GO:0044464;GO:0070013;GO:0070717;GO:0097159;GO:0098588;GO:0098805;GO:1901363	molecular_function;nucleic acid binding;RNA binding;single-stranded RNA binding;binding;protein binding;cellular_component;intracellular anatomical structure;obsolete cell;nucleus;nucleoplasm;cytoplasm;vacuole;vacuolar membrane;poly(A) binding;membrane;nuclear body;nuclear speck;organelle membrane;membrane-enclosed lumen;nuclear lumen;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;organelle lumen;protein self-association;obsolete organelle part;obsolete intracellular part;obsolete nuclear part;obsolete vacuolar part;obsolete cytoplasmic part;obsolete intracellular organelle part;obsolete nucleoplasm part;obsolete cell part;intracellular organelle lumen;poly-purine tract binding;organic cyclic compound binding;bounding membrane of organelle;membrane;heterocyclic compound binding	molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;molecular_function;molecular_function;cellular_component;cellular_component;molecular_function	2711.XP_006466250.1	3.39e-126	362.0	KOG4209@1|root,KOG4209@2759|Eukaryota,37K6H@33090|Viridiplantae,3GFBA@35493|Streptophyta	35493|Streptophyta	A	polyadenylate-binding protein	-	GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005773,GO:0005774,GO:0008143,GO:0016020,GO:0016604,GO:0016607,GO:0031090,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043621,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0070013,GO:0070717,GO:0097159,GO:0098588,GO:0098805,GO:1901363	-	ko:K14396	ko03015,ko05164,map03015,map05164	-	-	-	ko00000,ko00001,ko03019	-	-	-	RRM_1
Cau.Cau8AG001965	0	2.07361182014686	0.507	0.146	0	0	transcript:AT2G29960.3	AT2G29960;AT5G58710				Q9SP02	sp|Q9SP02|CP20A_ARATH	GO:0000413;GO:0003674;GO:0003755;GO:0003824;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005768;GO:0005770;GO:0005771;GO:0005783;GO:0005794;GO:0005795;GO:0005829;GO:0005911;GO:0006464;GO:0006807;GO:0007275;GO:0008144;GO:0008150;GO:0008152;GO:0009506;GO:0009507;GO:0009536;GO:0009987;GO:0012505;GO:0016018;GO:0016020;GO:0016853;GO:0016859;GO:0018193;GO:0018208;GO:0019538;GO:0022622;GO:0030054;GO:0031410;GO:0031982;GO:0031984;GO:0032501;GO:0032502;GO:0033218;GO:0036211;GO:0042277;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0044422;GO:0044424;GO:0044431;GO:0044444;GO:0044446;GO:0044464;GO:0048364;GO:0048731;GO:0048856;GO:0055044;GO:0071704;GO:0097708;GO:0098791;GO:0099402;GO:0140096;GO:1901564	protein peptidyl-prolyl isomerization;molecular_function;peptidyl-prolyl cis-trans isomerase activity;catalytic activity;binding;cellular_component;intracellular anatomical structure;obsolete cell;cytoplasm;endosome;late endosome;multivesicular body;endoplasmic reticulum;Golgi apparatus;Golgi stack;cytosol;cell-cell junction;cellular protein modification process;nitrogen compound metabolic process;multicellular organism development;obsolete drug binding;biological_process;metabolic process;plasmodesma;chloroplast;plastid;cellular process;endomembrane system;cyclosporin A binding;membrane;isomerase activity;cis-trans isomerase activity;peptidyl-amino acid modification;peptidyl-proline modification;protein metabolic process;root system development;cell junction;cytoplasmic vesicle;vesicle;organelle subcompartment;multicellular organismal process;developmental process;amide binding;protein modification process;peptide binding;macromolecule metabolic process;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;macromolecule modification;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;cellular protein metabolic process;obsolete organelle part;obsolete intracellular part;obsolete Golgi apparatus part;obsolete cytoplasmic part;obsolete intracellular organelle part;obsolete cell part;root development;system development;anatomical structure development;symplast;organic substance metabolic process;intracellular vesicle;Golgi apparatus subcompartment;plant organ development;catalytic activity, acting on a protein;organonitrogen compound metabolic process	biological_process;molecular_function;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;molecular_function;biological_process;biological_process;cellular_component;cellular_component;cellular_component;biological_process;cellular_component;molecular_function;cellular_component;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;molecular_function;biological_process;molecular_function;biological_process;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;cellular_component;biological_process;cellular_component;cellular_component;biological_process;molecular_function;biological_process	85681.XP_006425067.1	2.34e-148	417.0	COG0652@1|root,KOG0865@2759|Eukaryota,37MAX@33090|Viridiplantae,3GAUA@35493|Streptophyta	35493|Streptophyta	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	-	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005771,GO:0005783,GO:0005794,GO:0005795,GO:0005829,GO:0005911,GO:0006464,GO:0006807,GO:0007275,GO:0008144,GO:0008150,GO:0008152,GO:0009506,GO:0009507,GO:0009536,GO:0009987,GO:0012505,GO:0016018,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0022622,GO:0030054,GO:0031410,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0033218,GO:0036211,GO:0042277,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0048364,GO:0048731,GO:0048856,GO:0055044,GO:0071704,GO:0097708,GO:0098791,GO:0099402,GO:0140096,GO:1901564	5.2.1.8	ko:K01802	-	-	-	-	ko00000,ko01000	-	-	-	Pro_isomerase
Cau.Cau2BG002477	0	2.04798940067183	0.494	0.129	0	0	/	/	K06630;K06630;K06630;K06630;K06630;K06630;K06630;K06630;K06630;K06630	map04011;map04110;map04114;map04151;map04390;map04391;map04621;map04722;map05160;map05203	MAPK signaling pathway - yeast;Cell cycle;Oocyte meiosis;PI3K-Akt signaling pathway;Hippo signaling pathway;Hippo signaling pathway - fly;NOD-like receptor signaling pathway;Neurotrophin signaling pathway;Hepatitis C;Viral carcinogenesis	Q96453	sp|Q96453|1433D_SOYBN				85681.XP_006449498.1	2.89e-175	489.0	COG5040@1|root,KOG0841@2759|Eukaryota,37HWV@33090|Viridiplantae,3GC19@35493|Streptophyta	35493|Streptophyta	O	Belongs to the 14-3-3 family	-	-	-	ko:K06630	ko04011,ko04110,ko04114,ko04151,ko04390,ko04391,ko04722,ko05169,ko05203,map04011,map04110,map04114,map04151,map04390,map04391,map04722,map05169,map05203	-	-	-	ko00000,ko00001,ko03400,ko04147	-	-	-	14-3-3
Cau.Cau2BG002656	0	2.03483006094643	0.62	0.205	0	0	/	AT1G11840	K01759;K01759	map00620;map01100	Pyruvate metabolism;Metabolic pathways	O65398	sp|O65398|GLX1_ARATH	GO:0003674;GO:0003824;GO:0004462;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005773;GO:0005777;GO:0005829;GO:0005886;GO:0006081;GO:0006082;GO:0006089;GO:0006950;GO:0006970;GO:0006979;GO:0008150;GO:0008152;GO:0009056;GO:0009438;GO:0009507;GO:0009526;GO:0009536;GO:0009628;GO:0009651;GO:0009941;GO:0009987;GO:0010035;GO:0010038;GO:0016020;GO:0016151;GO:0016829;GO:0016846;GO:0019243;GO:0019752;GO:0019863;GO:0019865;GO:0031967;GO:0031975;GO:0032787;GO:0042180;GO:0042182;GO:0042221;GO:0042579;GO:0043167;GO:0043169;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043436;GO:0044237;GO:0044248;GO:0044281;GO:0044282;GO:0044422;GO:0044424;GO:0044434;GO:0044435;GO:0044444;GO:0044446;GO:0044464;GO:0044877;GO:0046185;GO:0046686;GO:0046872;GO:0046914;GO:0050896;GO:0051596;GO:0061727;GO:0071704;GO:0071944;GO:1901575;GO:1901615	molecular_function;catalytic activity;lactoylglutathione lyase activity;binding;cellular_component;intracellular anatomical structure;obsolete cell;cytoplasm;vacuole;peroxisome;cytosol;plasma membrane;cellular aldehyde metabolic process;organic acid metabolic process;lactate metabolic process;response to stress;response to osmotic stress;response to oxidative stress;biological_process;metabolic process;catabolic process;methylglyoxal metabolic process;chloroplast;plastid envelope;plastid;response to abiotic stimulus;response to salt stress;chloroplast envelope;cellular process;response to inorganic substance;response to metal ion;membrane;nickel cation binding;lyase activity;carbon-sulfur lyase activity;methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione;carboxylic acid metabolic process;IgE binding;immunoglobulin binding;organelle envelope;envelope;monocarboxylic acid metabolic process;cellular ketone metabolic process;ketone catabolic process;response to chemical;microbody;ion binding;cation binding;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;oxoacid metabolic process;cellular metabolic process;cellular catabolic process;small molecule metabolic process;small molecule catabolic process;obsolete organelle part;obsolete intracellular part;obsolete chloroplast part;obsolete plastid part;obsolete cytoplasmic part;obsolete intracellular organelle part;obsolete cell part;protein-containing complex binding;aldehyde catabolic process;response to cadmium ion;metal ion binding;transition metal ion binding;response to stimulus;methylglyoxal catabolic process;methylglyoxal catabolic process to lactate;organic substance metabolic process;cell periphery;organic substance catabolic process;organic hydroxy compound metabolic process	molecular_function;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;cellular_component;biological_process;biological_process;cellular_component;biological_process;biological_process;biological_process;cellular_component;molecular_function;molecular_function;molecular_function;biological_process;biological_process;molecular_function;molecular_function;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;cellular_component;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;molecular_function;biological_process;biological_process;molecular_function;molecular_function;biological_process;biological_process;biological_process;biological_process;cellular_component;biological_process;biological_process	2711.XP_006467420.1	5.14e-212	585.0	COG0346@1|root,KOG2943@2759|Eukaryota,37PF3@33090|Viridiplantae,3GH6B@35493|Streptophyta	35493|Streptophyta	G	Catalyzes the conversion of hemimercaptal, formed from methylglyoxal and glutathione, to S-lactoylglutathione	-	GO:0003674,GO:0003824,GO:0004462,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005777,GO:0005829,GO:0005886,GO:0006081,GO:0006082,GO:0006089,GO:0006950,GO:0006970,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009438,GO:0009507,GO:0009526,GO:0009536,GO:0009628,GO:0009651,GO:0009941,GO:0009987,GO:0010035,GO:0010038,GO:0016020,GO:0016151,GO:0016829,GO:0016846,GO:0019243,GO:0019752,GO:0019863,GO:0019865,GO:0031967,GO:0031975,GO:0032787,GO:0042180,GO:0042182,GO:0042221,GO:0042579,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0046185,GO:0046686,GO:0046872,GO:0046914,GO:0050896,GO:0051596,GO:0061727,GO:0071704,GO:0071944,GO:1901575,GO:1901615	4.4.1.5	ko:K01759	ko00620,map00620	-	R02530	RC00004,RC00740	ko00000,ko00001,ko01000	-	-	-	Glyoxalase
Cau.Cau4AG000572	0	1.97770038026432	0.66	0.273	0	0	/	AT4G22380;AT5G20160	K12845;K12845	map03008;map03040	Ribosome biogenesis in eukaryotes;Spliceosome	Q5XH16	sp|Q5XH16|NH2L1_XENLA				2711.XP_006475829.1	2.59e-84	249.0	COG1358@1|root,KOG3387@2759|Eukaryota,37TYV@33090|Viridiplantae,3GHYI@35493|Streptophyta	35493|Streptophyta	AJ	NHP2-like protein 1	-	-	-	ko:K12845	ko03008,ko03040,map03008,map03040	M00354	-	-	ko00000,ko00001,ko00002,ko03009,ko03041	-	-	-	Ribosomal_L7Ae
Cau.Cau9BG001621	0	1.97061850785266	0.413	0.106	0	0	/	AT3G23570;AT3G23600				Q9ZT66	sp|Q9ZT66|E134_MAIZE				85681.XP_006419784.1	1.62e-168	471.0	COG0412@1|root,KOG3043@2759|Eukaryota,37R07@33090|Viridiplantae,3GC9H@35493|Streptophyta	35493|Streptophyta	L	1,4-beta-D-glucanase-like	-	-	-	-	-	-	-	-	-	-	-	-	DLH
Cau.Cau6AG001702	0	1.96384644464309	0.608	0.248	0	0	/	AT3G01390;AT4G23710	K02152;K02152;K02152;K02152;K02152;K02152;K02152;K02152;K02152;K02152	map00190;map01100;map04145;map04150;map04721;map04966;map05110;map05120;map05165;map05323	Oxidative phosphorylation;Metabolic pathways;Phagosome;mTOR signaling pathway;Synaptic vesicle cycle;Collecting duct acid secretion;Vibrio cholerae infection;Epithelial cell signaling in Helicobacter pylori infection;Human papillomavirus infection;Rheumatoid arthritis	Q9SP55	sp|Q9SP55|VATG_CITLI	GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005773;GO:0005774;GO:0005794;GO:0005829;GO:0005886;GO:0012505;GO:0016020;GO:0031090;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044422;GO:0044424;GO:0044437;GO:0044444;GO:0044446;GO:0044464;GO:0071944;GO:0098588;GO:0098805	cellular_component;intracellular anatomical structure;obsolete cell;cytoplasm;vacuole;vacuolar membrane;Golgi apparatus;cytosol;plasma membrane;endomembrane system;membrane;organelle membrane;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;obsolete organelle part;obsolete intracellular part;obsolete vacuolar part;obsolete cytoplasmic part;obsolete intracellular organelle part;obsolete cell part;cell periphery;bounding membrane of organelle;membrane	cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component	85681.XP_006428791.1	6.59e-65	198.0	KOG1772@1|root,KOG1772@2759|Eukaryota,37V81@33090|Viridiplantae,3GJCD@35493|Streptophyta	35493|Streptophyta	C	Catalytic subunit of the peripheral V1 complex of vacuolar ATPase (V-ATPase). V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005794,GO:0005829,GO:0005886,GO:0012505,GO:0016020,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0071944,GO:0098588,GO:0098805	-	ko:K02152	ko00190,ko01100,ko04145,ko04150,ko04721,ko04966,ko05110,ko05120,ko05323,map00190,map01100,map04145,map04150,map04721,map04966,map05110,map05120,map05323	M00160	-	-	ko00000,ko00001,ko00002	3.A.2.2	-	-	V-ATPase_G
Cau.Cau1BG000735	0	1.95574169316533	0.702	0.34	0	0	/	/	K14396;K14396	map03015;map05164	mRNA surveillance pathway;Influenza A	Q9LX90	sp|Q9LX90|PABN3_ARATH	GO:0003674;GO:0003676;GO:0003723;GO:0003727;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005654;GO:0005737;GO:0005773;GO:0005774;GO:0008143;GO:0016020;GO:0016604;GO:0016607;GO:0031090;GO:0031974;GO:0031981;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043233;GO:0043621;GO:0044422;GO:0044424;GO:0044428;GO:0044437;GO:0044444;GO:0044446;GO:0044451;GO:0044464;GO:0070013;GO:0070717;GO:0097159;GO:0098588;GO:0098805;GO:1901363	molecular_function;nucleic acid binding;RNA binding;single-stranded RNA binding;binding;protein binding;cellular_component;intracellular anatomical structure;obsolete cell;nucleus;nucleoplasm;cytoplasm;vacuole;vacuolar membrane;poly(A) binding;membrane;nuclear body;nuclear speck;organelle membrane;membrane-enclosed lumen;nuclear lumen;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;organelle lumen;protein self-association;obsolete organelle part;obsolete intracellular part;obsolete nuclear part;obsolete vacuolar part;obsolete cytoplasmic part;obsolete intracellular organelle part;obsolete nucleoplasm part;obsolete cell part;intracellular organelle lumen;poly-purine tract binding;organic cyclic compound binding;bounding membrane of organelle;membrane;heterocyclic compound binding	molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;molecular_function;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;cellular_component;molecular_function;molecular_function;cellular_component;cellular_component;molecular_function	2711.XP_006466250.1	3.04e-129	370.0	KOG4209@1|root,KOG4209@2759|Eukaryota,37K6H@33090|Viridiplantae,3GFBA@35493|Streptophyta	35493|Streptophyta	A	polyadenylate-binding protein	-	GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005773,GO:0005774,GO:0008143,GO:0016020,GO:0016604,GO:0016607,GO:0031090,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043621,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0070013,GO:0070717,GO:0097159,GO:0098588,GO:0098805,GO:1901363	-	ko:K14396	ko03015,ko05164,map03015,map05164	-	-	-	ko00000,ko00001,ko03019	-	-	-	RRM_1
