gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	transcript_id	Arabidopsis_Genes
Cau.Cau2AG002609	0.0000000000000000000000000056770503233298	0.653086949615768	0.316	0.171	0.000000000000000000000261723374006151	4	/	/
Cau.Cau9AG001361	0.00000000000000000000000000821605975719778	0.903152905519039	0.301	0.164	0.000000000000000000000378776786926332	4	/	/
Cau.Cau3BG001988	0.00000000000000000000000002063873140717	0.630174515195183	0.496	0.333	0.000000000000000000000951486795333349	4	/	AT4G25890;AT5G57290
Cau.Cau5AG000424	0.00000000000000000000000003702349755951	0.695385498555639	0.265	0.136	0.00000000000000000000170685728448853	4	/	AT1G64750;AT5G45010
Cau.Cau2BG001273	0.0000000000000000000000000437343449549065	0.615490470934481	0.475	0.313	0.0000000000000000000020162407711111	4	/	AT2G32765;AT4G26840
Cau.Cau9BG000263	0.000000000000000000000000172820747875365	0.710516771214214	0.501	0.358	0.0000000000000000000079673821185501	4	/	/
Cau.Cau2BG002605	0.000000000000000000000000460736183990235	0.598894867641133	0.45	0.296	0.0000000000000000000212408595543178	4	/	AT5G46250
Cau.Cau6BG001224	0.000000000000000000000000645925299842363	0.694877926453595	0.324	0.185	0.0000000000000000000297784481733326	4	transcript:AT5G01650.1	AT5G01650
Cau.Cau9BG001776	0.00000000000000000000000209472566304941	0.560965607239396	0.274	0.142	0.0000000000000000000965710425179038	4	transcript:AT4G15910.1	/
Cau.Cau6AG000941	0.000000000000000000000002993799702599	0.579138730754477	0.528	0.373	0.000000000000000000138020153889219	4	/	AT1G57660;AT1G57860
Cau.Cau7BG002257	0.00000000000000000000000377127591663101	0.622583685786966	0.283	0.153	0.000000000000000000173863362308523	4	/	/
Cau.Cau5BG003810	0.00000000000000000000000421729555440718	0.735529182848548	0.337	0.204	0.00000000000000000019442575964928	4	/	AT5G26667
Cau.Cau9AG001734	0.00000000000000000000000480807833007851	0.590170273028527	0.523	0.377	0.00000000000000000022166202717328	4	/	AT1G02780;AT3G16780;AT4G02230
Cau.Cau2BG000686	0.00000000000000000000000602214144841517	0.746792576526657	0.267	0.145	0.000000000000000000277632765054836	4	/	/
Cau.Cau3AG001949	0.00000000000000000000000939654511334641	0.665706608324057	0.337	0.201	0.000000000000000000433199522815496	4	transcript:AT4G25890.1	AT4G25890;AT5G57290
Cau.Cau5BG001569	0.0000000000000000000000200447901469761	0.682688827641923	0.352	0.215	0.000000000000000000924104915355894	4	/	AT2G36170;AT3G52590
Cau.Cau7AG001153	0.0000000000000000000000309755813557438	0.622114671104753	0.286	0.157	0.0000000000000000014280362516625	4	transcript:AT3G03620.1	AT3G03620;AT5G17700
Cau.Cau5AG002897	0.000000000000000000000194506342602304	0.695260074359344	0.272	0.151	0.0000000000000000089671314066514	4	transcript:AT5G23535.2	AT5G23535
Cau.Cau9AG001697	0.000000000000000000000215436142252716	0.584954132560446	0.267	0.143	0.00000000000000000993203703013469	4	/	/
Cau.Cau5BG000972	0.000000000000000000000279529578612162	0.651258282734059	0.316	0.185	0.0000000000000000128868726331779	4	/	/
Cau.Cau8BG001684	0.000000000000000000000499827058071569	0.365395195877825	0.839	0.737	0.0000000000000000230430270312155	4	/	/
Cau.Cau6AG001376	0.00000000000000000000111560523449861	0.603240288302763	0.422	0.286	0.0000000000000000514316325208548	4	/	/
Cau.Cau7AG000294	0.00000000000000000000119601545059237	0.28092808719559	0.852	0.726	0.0000000000000000551387043032096	4	/	AT5G39850
Cau.Cau5AG000423	0.00000000000000000000157697130324622	0.713180902229843	0.282	0.161	0.0000000000000000727015310222571	4	/	AT1G10560;AT1G60190
Cau.Cau1AG001647	0.00000000000000000000220898002000181	0.520741055598409	0.516	0.368	0.000000000000000101838396882123	4	/	/
Cau.Cau9BG001286	0.00000000000000000000230857185230153	0.4820556481914	0.544	0.391	0.000000000000000106429779534805	4	/	/
Cau.Cau8AG001758	0.00000000000000000000248367808712684	0.535698864615834	0.447	0.303	0.000000000000000114502527172722	4	/	AT1G07770;AT5G59850
Cau.Cau3BG001323	0.00000000000000000000471357316135403	0.564309736783836	0.256	0.138	0.000000000000000217305149884743	4	transcript:AT3G05700.1	AT3G05700;AT5G26990
Cau.Cau2AG000691	0.0000000000000000000080112176657913	0.582205226628834	0.273	0.153	0.000000000000000369333156828311	4	/	/
Cau.Cau8BG001449	0.00000000000000000000806775207994651	0.598985562416032	0.392	0.257	0.000000000000000371939506389694	4	/	/
Cau.Cau5BG000588	0.0000000000000000000113011675323785	0.55435360945552	0.289	0.165	0.000000000000000521006425577715	4	/	/
Cau.Cau9BG000351	0.0000000000000000000191441453183951	0.535560503478613	0.436	0.287	0.00000000000000088258338746865	4	/	/
Cau.Cau2AG002611	0.0000000000000000000192963874190086	0.697257037672501	0.4	0.274	0.000000000000000889602052791135	4	transcript:AT5G46250.1	AT5G46250
Cau.Cau9BG000639	0.0000000000000000000250147736619818	0.651642782424402	0.339	0.213	0.00000000000000115323109536468	4	transcript:AT1G59359.1	AT1G58380;AT1G58684;AT1G58983;AT1G59359;AT2G41840;AT3G57490
Cau.Cau5AG002011	0.0000000000000000000289121365200399	0.446722849292975	0.515	0.363	0.00000000000000133290731784688	4	transcript:AT4G15550.1	AT1G05530;AT1G05560;AT4G15550
Cau.Cau4AG001746	0.0000000000000000000385806749361269	0.569604497858633	0.369	0.237	0.00000000000000177864627590532	4	/	/
Cau.Cau4BG001770	0.000000000000000000054098123860418	0.645308713216788	0.373	0.245	0.00000000000000249403170621299	4	transcript:AT3G43190.2	AT3G43190;AT5G20830
Cau.Cau5BG002139	0.000000000000000000117957732106534	0.449955274640123	0.646	0.519	0.00000000000000543808736557545	4	transcript:AT4G14320.1	AT3G23390;AT4G14320
Cau.Cau9BG001691	0.000000000000000000201386663134471	0.603595320923212	0.336	0.212	0.00000000000000928432794382538	4	/	AT1G54580;AT1G54630;AT3G05020;AT5G27200
Cau.Cau1AG001318	0.000000000000000000267461066881852	0.562652736107788	0.381	0.244	0.0000000000000123304901053872	4	transcript:AT3G15820.1	AT3G15820;AT3G15830
Cau.Cau9AG001788	0.00000000000000000033140380283475	0.551387650183803	0.331	0.205	0.0000000000000152783781182877	4	/	AT3G06680;AT3G06700
Cau.Cau5AG001600	0.000000000000000000346795576412117	0.506689122814316	0.388	0.254	0.0000000000000159879696637514	4	/	AT2G36170;AT3G52590
Cau.Cau4AG000813	0.000000000000000000502856656425931	0.610812363126042	0.275	0.162	0.0000000000000231826975745483	4	/	AT5G56600
Cau.Cau9AG000874	0.00000000000000000062085648599952	0.500736243238185	0.345	0.213	0.0000000000000286227257175499	4	/	AT3G23810;AT4G13940
Cau.Cau3BG000075	0.00000000000000000073722159722245	0.545227762090658	0.428	0.298	0.0000000000000339873900751494	4	/	AT1G20693;AT1G20696
Cau.Cau8AG001738	0.00000000000000000132101816052028	0.583097360039051	0.37	0.241	0.0000000000000609015792363061	4	/	/
Cau.Cau6AG000780	0.00000000000000000158363784837419	0.466757187567362	0.553	0.417	0.0000000000000730088720857469	4	/	AT2G36170;AT3G52590
Cau.Cau7AG001985	0.00000000000000000249268837830126	0.492028697464549	0.49	0.355	0.000000000000114917919616445	4	/	AT2G39460;AT3G55280
Cau.Cau9AG000938	0.00000000000000000442981662116598	0.517144872558924	0.512	0.386	0.000000000000204223405868994	4	transcript:AT3G24100.1	AT3G24100;AT4G13615
Cau.Cau5BG002844	0.00000000000000000845665812995419	0.651014689320626	0.282	0.171	0.000000000000389868853107148	4	/	/
Cau.Cau7BG001995	0.0000000000000000320463895934449	0.482583981409051	0.485	0.357	0.000000000001477402653037	4	transcript:AT2G39460.1	AT2G39460;AT3G55280
Cau.Cau3BG000165	0.000000000000000101973004005547	0.458687341988105	0.422	0.295	0.00000000000470115943066372	4	transcript:AT5G42190.1	AT1G75950
Cau.Cau2BG002603	0.000000000000000205705574417554	0.543886409388385	0.28	0.172	0.00000000000948343839179809	4	/	/
Cau.Cau6AG000818	0.00000000000000022674957935948	0.625058275411177	0.283	0.178	0.0000000000104536091076308	4	transcript:AT3G52560.1	/
Cau.Cau9AG001180	0.00000000000000028872210053117	0.562832089610306	0.373	0.258	0.000000000013310666278688	4	/	/
Cau.Cau1BG001338	0.00000000000000102008793534226	0.395515856544135	0.591	0.46	0.000000000047028093995149	4	/	AT1G52565;AT3G15760
Cau.Cau8BG001852	0.00000000000000116254467838153	0.559854675369751	0.295	0.187	0.0000000000535956347627454	4	transcript:AT5G59480.5	AT5G59480
Cau.Cau2BG000712	0.00000000000000254851048186109	0.48201612007106	0.387	0.271	0.00000000011749143023476	4	transcript:AT5G45775.2	AT2G42740;AT3G58700;AT4G18730;AT5G45775
Cau.Cau8BG000472	0.0000000000000037748703025626	0.426288286403435	0.383	0.265	0.000000000174029070688741	4	/	/
Cau.Cau4AG000842	0.00000000000000619819614215942	0.385482996231266	0.598	0.481	0.000000000285749238545834	4	/	AT2G19730;AT4G29410
Cau.Cau5AG001012	0.0000000000000130474837879904	0.627358371774393	0.376	0.269	0.000000000601515097593934	4	/	AT5G07880;AT5G61210
Cau.Cau4BG000191	0.0000000000000280258083447567	0.301494660436247	0.721	0.595	0.00000000129204581630998	4	transcript:AT3G48930.1	AT3G48930;AT5G23740
Cau.Cau1AG001145	0.0000000000000364440174118605	0.459338267227562	0.334	0.223	0.00000000168014209072159	4	/	AT1G15270
Cau.Cau9BG000057	0.000000000000039579784210344	0.476173813821667	0.271	0.171	0.00000000182470721166528	4	/	/
Cau.Cau3BG000636	0.0000000000000467721584054748	0.338908745825887	0.607	0.484	0.0000000021562900468092	4	/	AT1G71697;AT4G09760
Cau.Cau2BG000407	0.0000000000000855943215383718	0.485292477935598	0.359	0.251	0.00000000394606941156202	4	transcript:AT5G12110.1	AT5G12110;AT5G19510
Cau.Cau7AG002066	0.000000000000138732054490457	0.487459131884643	0.288	0.188	0.00000000639582517611903	4	/	AT3G10860;AT5G05370
Cau.Cau8BG000321	0.000000000000150399261219047	0.524324742561116	0.376	0.271	0.0000000069337067407205	4	/	/
Cau.Cau5BG002194	0.000000000000284856463142127	0.501866294433737	0.282	0.185	0.0000000131324526637783	4	/	AT2G43460;AT3G59540
Cau.Cau5AG002283	0.000000000000341488382898971	0.415055934872741	0.447	0.335	0.0000000157432974284084	4	/	AT1G06020;AT1G06030;AT1G50390;AT2G31390;AT3G59480
Cau.Cau6BG000816	0.000000000000421681553343382	0.519432215814831	0.291	0.197	0.0000000194403629722366	4	/	AT2G36060
Cau.Cau6BG000937	0.000000000000881373920602055	0.39387049409733	0.472	0.362	0.000000040633100487596	4	transcript:AT1G57860.1	AT1G57660;AT1G57860
Cau.Cau2AG002303	0.0000000000025371346851813	0.375025931796285	0.485	0.375	0.000000116966983256228	4	/	/
Cau.Cau2AG001268	0.00000000000561366690683135	0.417659210086643	0.447	0.346	0.000000258801271738739	4	/	AT2G32765;AT4G26840
Cau.Cau2AG000719	0.00000000000856601945315305	0.404433458602488	0.353	0.249	0.000000394910628829262	4	/	AT2G42740;AT3G58700;AT4G18730;AT5G45775
Cau.Cau7BG002224	0.00000000000983869241028444	0.296177855422198	0.644	0.553	0.000000453583397498933	4	/	/
Cau.Cau1BG000963	0.00000000000997870251506509	0.419582113807028	0.468	0.369	0.000000460038143349531	4	/	/
Cau.Cau8BG001414	0.0000000000300394352978138	0.369869691625084	0.461	0.358	0.00000138487804609981	4	transcript:AT5G22440.2	AT5G22440
Cau.Cau5BG003056	0.0000000000301653672438041	0.385759115301345	0.352	0.255	0.00000139068376067386	4	transcript:AT3G05560.3	AT3G05560;AT5G27770
Cau.Cau8AG001426	0.0000000000580859472924876	0.417299462544252	0.371	0.276	0.00000267787834207826	4	transcript:AT3G44590.2	/
Cau.Cau6BG001781	0.0000000000780769614083134	0.493955040463655	0.258	0.174	0.00000359950407484606	4	/	AT2G36930
Cau.Cau9BG001863	0.00000000012666582689681	0.391048227054092	0.342	0.248	0.00000583954795159671	4	transcript:AT3G06700.3	AT3G06680;AT3G06700
Cau.Cau5AG000117	0.000000000267262220371459	0.424933404874853	0.294	0.207	0.000012321322883565	4	/	AT1G64440;AT3G28530;AT4G10960;AT4G23920
Cau.Cau5BG001014	0.000000000601354439898051	0.517206056814625	0.374	0.294	0.00002772364238818	4	transcript:AT5G61210.2	AT5G07880;AT5G61210
Cau.Cau5BG003120	0.00000000067115495099383	0.412804227807454	0.319	0.233	0.0000309415855507176	4	/	/
Cau.Cau8AG001390	0.000000000824322499113019	0.331075428377391	0.529	0.43	0.0000380029158541084	4	/	/
Cau.Cau2AG000399	0.000000000861126409129566	0.391633405685112	0.3	0.212	0.0000396996497136913	4	/	/
Cau.Cau4AG000785	0.00000000104390139289715	0.389027692608105	0.35	0.259	0.0000481259420153444	4	/	/
Cau.Cau2BG002555	0.00000000111149094212403	0.388273644722006	0.314	0.226	0.0000512419554138021	4	/	/
Cau.Cau8AG001681	0.00000000121392741049311	0.379304512648013	0.356	0.268	0.0000559644814785531	4	/	AT5G02960
Cau.Cau2AG000415	0.00000000217309079117022	0.39873684245455	0.319	0.236	0.000100183831654529	4	transcript:AT5G21090.1	AT3G43740;AT5G21090
Cau.Cau5AG002203	0.0000000025441949630718	0.332153711496191	0.487	0.396	0.000117292476187536	4	/	AT3G23390;AT4G14320
Cau.Cau5AG001618	0.00000000492616745836763	0.307963958537271	0.523	0.438	0.000227106172165664	4	/	/
Cau.Cau9BG001395	0.00000000499880907794827	0.377083961655519	0.363	0.279	0.000230455096111571	4	/	/
Cau.Cau8BG001777	0.00000000691860836401517	0.412999035989817	0.314	0.232	0.000318961682797827	4	transcript:AT5G59850.1	AT1G07770;AT5G59850
Cau.Cau2AG002560	0.0000000109446036242894	0.2895918467952	0.482	0.383	0.000504568116286989	4	/	AT4G18100;AT5G46430
Cau.Cau5BG001585	0.0000000119880936603561	0.274019496634299	0.55	0.456	0.000552675093929736	4	/	/
Cau.Cau6BG000459	0.0000000128507824233512	0.454464433162744	0.34	0.26	0.000592446771281335	4	transcript:AT5G37840.1	AT1G66480;AT5G37840
Cau.Cau9AG000554	0.0000000159464311123235	0.428053679323293	0.28	0.205	0.000735162367140338	4	/	/
Cau.Cau6BG000033	0.0000000667944954625386	0.363964331249269	0.353	0.275	0.00307935982981395	4	/	AT3G02080;AT5G15520;AT5G61170
Cau.Cau5AG000172	0.0000000749160089458082	0.41446869227214	0.263	0.196	0.00345377784441965	4	transcript:AT4G11150.1	AT1G64200;AT3G08560;AT4G11150
Cau.Cau3AG000163	0.000000141560144279334	0.307814469139662	0.377	0.299	0.00652620577156584	4	/	AT1G75950
Cau.Cau5AG001737	0.000000153643312920727	0.321131617067668	0.317	0.24	0.00708326401227135	4	transcript:AT5G08300.1	/
Cau.Cau7BG001431	0.000000217801362235509	0.265623383735333	0.501	0.42	0.0100410784017814	4	transcript:AT3G62870.1	AT2G47610;AT3G62870
Cau.Cau1AG000943	0.000000930564099817188	0.437762769309401	0.284	0.22	0.042900866129772	4	transcript:AT1G72450.1	/
Cau.Cau5AG003104	0.00000117513208492019	0.291026139790332	0.335	0.262	0.0541759393789907	4	/	AT3G05560;AT5G27770
Cau.Cau8BG000157	0.00000137663228189149	0.290814957870476	0.296	0.224	0.0634655014597615	4	/	/
Cau.Cau1BG000008	0.00000285394504930471	0.305065632165811	0.335	0.267	0.131572574663046	4	transcript:AT4G35460.1	AT2G17420;AT4G35460
Cau.Cau8AG001319	0.00000570718744870509	0.313061253063494	0.28	0.218	0.263112755760202	4	/	AT2G27260
Cau.Cau5BG000170	0.00000587076699289455	0.309254570843805	0.286	0.224	0.270654099906424	4	/	AT1G64200;AT3G08560;AT4G11150
Cau.Cau6AG000035	0.00000680075718567579	0.29026075410955	0.381	0.315	0.313528507774025	4	/	AT3G02080;AT5G15520;AT5G61170
Cau.Cau9AG001317	0.00000777489759478828	0.293356588208188	0.329	0.265	0.358438328914929	4	/	/
Cau.Cau5BG002221	0.0000105447714737021	0.357140187015573	0.32	0.261	0.486135054480616	4	/	AT1G06020;AT1G06030;AT1G50390;AT2G31390;AT3G59480
Cau.Cau8AG000328	0.0000137352049182703	0.329909391182942	0.339	0.281	0.633220417142097	4	/	/
Cau.Cau6BG001388	0.0000182355980304312	0.325032102162981	0.357	0.292	0.840697540398941	4	transcript:AT3G54040.1	AT3G54040
Cau.Cau1BG000756	0.0000231917473103845	0.319796141785844	0.28	0.222	1	4	/	AT4G15093
Cau.Cau9AG000630	0.0000255243904262454	0.300791213406371	0.266	0.208	1	4	/	AT1G58380;AT1G58684;AT1G58983;AT1G59359;AT2G41840;AT3G57490
MT0029-RA	0.0000509639066348109	0.342860078226529	0.39	0.339	1	4	/	/
Cau.Cau5BG001939	0.0000574784817364301	0.272986102255514	0.336	0.277	1	4	/	AT2G36620;AT3G53020
Cau.Cau9AG000754	0.0000929254169114531	0.297836569254567	0.473	0.433	1	4	/	AT2G41430
Cau.Cau6BG000910	0.000259763070254324	0.266070744712648	0.317	0.264	1	4	/	/
Cau.Cau6BG000336	0.000560883561259886	0.262677713906595	0.314	0.269	1	4	/	AT1G62920;AT1G67250;AT5G38650
Cau.Cau4BG000970	0.000618444297922073	0.317829240288064	0.283	0.238	1	4	transcript:AT2G06530.1	/
Cau.Cau1AG000114	0.000624955828054474	0.285525810588892	0.322	0.279	1	4	/	/
MT0023-RA	0.000862616009447636	0.263124170336026	0.417	0.373	1	4	/	/
Cau.Cau2BG000297	0	3.31486665936344	0.265	0.003	0	5	transcript:AT1G50490.1	AT1G50490;AT3G20060
Cau.Cau2AG002027	0	2.89137164155295	0.367	0.004	0	5	/	/
Cau.Cau2BG002369	0	2.60238560352946	0.367	0.014	0	5	transcript:AT2G33790.1	AT1G28290;AT2G33790;AT2G34700
Cau.Cau2BG002011	0	2.59282348722496	0.33	0.013	0	5	transcript:AT5G44560.1	AT5G44560
Cau.Cau2BG002367	0	2.39188371910379	0.296	0.011	0	5	/	AT1G28290;AT2G33790;AT2G34700
Cau.Cau2AG002379	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000231382169140616	2.60659376000713	0.415	0.038	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000106671807617207	5	/	AT1G28290;AT2G33790;AT2G34700
Cau.Cau2AG000297	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108282085291687	3.26612444059827	0.293	0.022	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000499202069611734	5	/	/
Cau.Cau5AG000319	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000167592841110775	3.65123946717769	0.401	0.046	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000772636516088893	5	/	AT5G62550
Cau.Cau6BG000378	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000308989229735168	3.54997273226808	0.401	0.049	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000142450214692507	5	transcript:AT5G38300.1	AT1G67035;AT5G38300
Cau.Cau5AG000247	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000209362549393204	3.28039619698012	0.507	0.08	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000965203225212548	5	/	AT1G01620;AT2G45960;AT3G61430;AT4G00430;AT4G23400
Cau.Cau8BG001521	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000574851801547973	2.05036110844377	0.279	0.03	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000265018177549647	5	transcript:AT2G27970.1	AT2G27960
Cau.Cau1AG000497	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000406031464652879	2.18432135005309	0.316	0.046	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018718862583427	5	/	AT2G23130;AT4G37450
Cau.Cau7BG002198	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000197808474299917	1.85463682808926	0.276	0.036	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000911936628217476	5	transcript:AT3G11050.1	AT2G40300;AT3G56090
Cau.Cau3AG001299	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000307176514821043	2.13443694941501	0.602	0.171	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141614516862797	5	transcript:AT1G56340.1	/
Cau.Cau1BG000509	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000586609099344	2.15393188075513	0.272	0.041	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000270438526979571	5	/	AT2G23130;AT4G37450
Cau.Cau2AG002663	0.000000000000000000000000000000000000000000000000000000000000000780141460132754	1.44099001896863	0.418	0.107	0.0000000000000000000000000000000000000000000000000000000000359660815950402	5	transcript:AT1G11840.4	AT1G11840
Cau.Cau7BG000382	0.0000000000000000000000000000000000000000000000000000000000000721449622240081	1.29823252983959	0.718	0.281	0.00000000000000000000000000000000000000000000000000000000332602704845122	5	/	/
Cau.Cau3AG000968	0.000000000000000000000000000000000000000000000000000000000242769639138159	1.39176417813989	0.548	0.187	0.0000000000000000000000000000000000000000000000000000111921659035474	5	/	AT1G78040;AT4G08685
Cau.Cau2AG000211	0.000000000000000000000000000000000000000000000000000000205009180628893	2.35976235952922	0.299	0.07	0.00000000000000000000000000000000000000000000000000945133324535323	5	/	/
Cau.Cau8BG000998	0.000000000000000000000000000000000000000000000000000743203660703869	1.43129131620594	0.255	0.053	0.0000000000000000000000000000000000000000000000342631751657698	5	transcript:AT5G64080.1	AT2G13820;AT5G09370;AT5G64080
Cau.Cau9BG001943	0.0000000000000000000000000000000000000000000000000352827230514714	1.33859691332561	0.541	0.193	0.00000000000000000000000000000000000000000000162660409811894	5	/	/
Cau.Cau2AG002480	0.00000000000000000000000000000000000000000000000236537206096205	1.20965491322612	0.527	0.186	0.000000000000000000000000000000000000000000109048382754472	5	/	/
Cau.Cau6AG001544	0.00000000000000000000000000000000000000000000000749216391711239	1.60205145962248	0.262	0.06	0.000000000000000000000000000000000000000000345403740906715	5	/	AT5G02560
Cau.Cau2BG002477	0.00000000000000000000000000000000000000000000534503265836886	1.23655260403917	0.592	0.244	0.000000000000000000000000000000000000000246416695616121	5	/	/
Cau.Cau4BG000740	0.0000000000000000000000000000000000000000000530967247653272	1.53979096564341	0.395	0.129	0.00000000000000000000000000000000000000244786520513111	5	transcript:AT1G65980.1	AT1G60740;AT1G65970;AT1G65980
Cau.Cau4AG001523	0.000000000000000000000000000000000000000000503278402255563	1.16122869594419	0.799	0.478	0.000000000000000000000000000000000000023202140900786	5	transcript:AT5G59240.1	AT5G20290;AT5G59240
Cau.Cau8AG000978	0.000000000000000000000000000000000000000173560423605278	1.47650897469523	0.299	0.085	0.00000000000000000000000000000000000800148264905051	5	/	AT2G13820;AT5G09370;AT5G64080
Cau.Cau2AG001289	0.000000000000000000000000000000000000010947881104179	1.16450432859014	0.265	0.068	0.000000000000000000000000000000000504719214664859	5	transcript:AT1G04980.1	AT1G04980;AT2G32920
Cau.Cau5AG001990	0.0000000000000000000000000000000000000744088950312691	1.22016646666613	0.507	0.211	0.00000000000000000000000000000000343039887873157	5	/	AT1G73177
Cau.Cau5BG001258	0.000000000000000000000000000000000000121287146421145	1.09438372968158	0.486	0.19	0.00000000000000000000000000000000559158002430764	5	/	AT5G53070
Cau.Cau3AG001073	0.000000000000000000000000000000000000317113375718166	1.36415377127864	0.269	0.074	0.0000000000000000000000000000000146195608473589	5	transcript:AT2G33740.2	AT2G33740
Cau.Cau6AG002035	0.000000000000000000000000000000000000410155538368182	0.992032047048284	0.799	0.493	0.0000000000000000000000000000000189089906298499	5	transcript:AT4G34670.1	AT3G04840;AT4G34670
Cau.Cau3BG001002	0.00000000000000000000000000000000000493769347989158	1.25456843767612	0.384	0.138	0.000000000000000000000000000000227637544809962	5	transcript:AT1G34760.2	AT1G34760
Cau.Cau2BG002656	0.0000000000000000000000000000000000201904733299971	1.03087230903626	0.673	0.337	0.000000000000000000000000000000930821201459526	5	/	AT1G11840
Cau.Cau8BG001714	0.0000000000000000000000000000000000624907997784571	1.13625683795491	0.738	0.472	0.00000000000000000000000000000288095085138643	5	transcript:AT1G07890.3	AT1G07890
Cau.Cau3BG000968	0.0000000000000000000000000000000000861193067182848	1.11525787321957	0.48	0.197	0.00000000000000000000000000000397027227832636	5	transcript:AT4G08685.1	AT1G78040;AT4G08685
Cau.Cau5AG003809	0.0000000000000000000000000000000107321394890892	1.00150993375927	0.711	0.423	0.000000000000000000000000000494773094725991	5	transcript:AT4G09320.1	AT4G09320
Cau.Cau9BG000187	0.0000000000000000000000000000000201224324901019	1.07453388156715	0.609	0.315	0.00000000000000000000000000092768438265868	5	transcript:AT4G25740.1	AT4G25740;AT5G41520;AT5G52650
Cau.Cau9AG000156	0.0000000000000000000000000000000644938645330687	1.17747070548788	0.384	0.146	0.00000000000000000000000000297329614270353	5	/	/
Cau.Cau4AG000813	0.00000000000000000000000000000015703052848035	1.12499763417751	0.412	0.163	0.00000000000000000000000000723942142400111	5	/	AT5G56600
Cau.Cau4BG001550	0.000000000000000000000000000000691811122031387	0.775829142580162	0.844	0.564	0.000000000000000000000000031893876347891	5	/	/
Cau.Cau5BG000644	0.000000000000000000000000000000908214751834774	1.34529116236785	0.289	0.093	0.0000000000000000000000000418705164890868	5	transcript:AT5G47060.2	AT4G17670;AT5G47060
Cau.Cau2BG001273	0.0000000000000000000000000000014962400262216	1.15624784013906	0.588	0.315	0.0000000000000000000000000689796576888681	5	/	AT2G32765;AT4G26840
Cau.Cau2BG000114	0.00000000000000000000000000000264172091832775	0.914544888514713	0.731	0.418	0.000000000000000000000000121788617776746	5	/	/
Cau.Cau4AG002132	0.0000000000000000000000000000120822469616754	1.15903779629885	0.289	0.095	0.000000000000000000000000557015749427159	5	/	AT2G18740;AT4G30330
Cau.Cau3AG000073	0.0000000000000000000000000000139423155451941	1.15036586233599	0.503	0.244	0.000000000000000000000000642768631264539	5	/	AT1G20693;AT1G20696
Cau.Cau9AG001594	0.0000000000000000000000000000279866243413357	1.13902073209735	0.279	0.09	0.00000000000000000000000129023935538426	5	transcript:AT5G18800.1	AT3G06310;AT5G18800
Cau.Cau5BG000588	0.0000000000000000000000000000386068114604604	1.11745241412822	0.405	0.166	0.00000000000000000000000177985122195014	5	/	/
Cau.Cau3AG000815	0.0000000000000000000000000000628788157715604	1.05958237032189	0.35	0.131	0.00000000000000000000000289883916470048	5	/	/
Cau.Cau9AG000660	0.0000000000000000000000000000811354318583004	1.09329158439094	0.337	0.124	0.00000000000000000000000374050567953136	5	/	AT5G58240
Cau.Cau5AG000638	0.000000000000000000000000000340907548975215	1.13893418633303	0.282	0.093	0.0000000000000000000000157165198228554	5	/	AT4G17670;AT5G47060
Cau.Cau3BG000816	0.000000000000000000000000000684345215656333	1.04975926367255	0.49	0.234	0.0000000000000000000000315496831321883	5	transcript:AT1G77350.2	AT1G77350
Cau.Cau4BG000821	0.00000000000000000000000000205794635199285	1.09669870071723	0.344	0.132	0.0000000000000000000000948754427195743	5	transcript:AT5G56600.1	AT5G56600
